,loss_func,loss_func_disp,m,run,epoch,train_loss,val_loss,sigma2_b_est,sigma2_e_est
63,NLL,RENN,2,1,3,1.4291097397274442,1.724554854679883,0.539456844329834,0.8122971057891846
64,NLL,RENN,2,1,4,1.4028704765107896,1.7396609288890188,0.4345342814922333,0.7686554193496704
65,NLL,RENN,2,1,5,1.400531263086531,1.823728306264412,0.36903589963912964,0.763296365737915
66,NLL,RENN,2,1,6,1.3570992524535568,1.75349901943672,0.3180871605873108,0.7300492525100708
67,NLL,RENN,2,1,7,1.3439882666976364,1.7842419125684879,0.2813323438167572,0.7099810242652893
68,NLL,RENN,2,1,8,1.3341395364867317,1.7872038415777005,0.251523494720459,0.69130539894104
69,NLL,RENN,2,1,9,1.316531229460681,2.0777273073913607,0.2233448177576065,0.6793735027313232
70,NLL,RENN,2,1,10,1.3107208927472433,2.1030101608939287,0.20159871876239777,0.6731873750686646
71,NLL,RENN,2,1,11,1.3191144773695205,1.8377483603430957,0.18827135860919952,0.6697379946708679
72,NLL,RENN,2,1,12,1.2985330884544937,1.808446465226693,0.1739974319934845,0.662531852722168
73,NLL,RENN,2,1,13,1.2983605644438,1.8050280089785413,0.1639636904001236,0.6625327467918396
74,NLL,RENN,2,1,14,1.2809157065108971,1.883536276293964,0.15491528809070587,0.6555889248847961
75,NLL,RENN,2,1,15,1.2682448189346878,1.824202876265456,0.1447254866361618,0.6463490724563599
76,NLL,RENN,2,1,16,1.2591715273150692,1.865192571791207,0.14069175720214844,0.6389848589897156
77,NLL,RENN,2,1,17,1.2689408349990845,1.8367348831843555,0.13717445731163025,0.6373704671859741
78,NLL,RENN,2,1,18,1.26193730018757,1.913555716838294,0.1320662945508957,0.6355139017105103
79,NLL,RENN,2,1,19,1.2664718210255659,1.9007500172630558,0.1269834190607071,0.6374832987785339
80,NLL,RENN,2,1,20,1.2629640287823147,1.8459858644783982,0.12226293236017227,0.6360166668891907
81,NLL,RENN,2,1,21,1.2545895295672946,1.8843792059072635,0.11767071485519409,0.6348090767860413
82,NLL,RENN,2,1,22,1.2526513812277051,1.8467909834249232,0.11514880508184433,0.6315221190452576
83,NLL,RENN,2,1,23,1.2400806946224636,1.8719220534572756,0.11421006172895432,0.6255510449409485
84,NLL,RENN,2,1,24,1.2474787010086907,1.8611740741303298,0.11070035398006439,0.6223612427711487
85,NLL,RENN,2,1,25,1.2510909585599546,1.8565701905304823,0.1074788048863411,0.6245025396347046
86,NLL,RENN,2,1,26,1.2381781952469437,1.8873773408614523,0.10580755770206451,0.6208035349845886
87,NLL,RENN,2,1,27,1.2334090368836015,1.9209630789795542,0.1037992388010025,0.615401566028595
88,NLL,RENN,2,1,28,1.2309112412841232,1.93959107389295,0.1024772897362709,0.6110530495643616
89,NLL,RENN,2,1,29,1.2324415115956906,1.901506875588642,0.10077328234910965,0.609260082244873
90,NLL,RENN,2,1,30,1.2276824244746456,1.9388380055505086,0.10001649707555771,0.6045798063278198
91,NLL,RENN,2,1,31,1.2324225780698987,1.8986304242436478,0.09638518840074539,0.6048069000244141
92,NLL,RENN,2,1,32,1.221594464249081,1.9097722620983435,0.09577300399541855,0.6037377119064331
93,NLL,RENN,2,1,33,1.2233422795048468,1.997936270343579,0.09469998627901077,0.6030531525611877
94,NLL,RENN,2,1,34,1.2221907995365284,1.949160940763427,0.09396675229072571,0.6020691990852356
95,NLL,RENN,2,1,35,1.2185074316130744,1.9022437212913017,0.09293016791343689,0.6003173589706421
96,NLL,RENN,2,1,36,1.2217477556511207,1.9376914602954214,0.09175128489732742,0.6009858846664429
97,NLL,RENN,2,1,37,1.2170826908394143,1.9418407121324928,0.09090915322303772,0.5995510220527649
98,NLL,RENN,2,1,38,1.218115965878522,1.9543532721880006,0.09051106125116348,0.5988965034484863
99,NLL,RENN,2,1,39,1.224981334650958,1.89983036411487,0.08850782364606857,0.59844571352005
100,NLL,RENN,2,1,40,1.2142262582425718,1.930033502297673,0.08798857033252716,0.5975972414016724
101,NLL,RENN,2,1,41,1.2132115510657981,1.9413941815132048,0.08750845491886139,0.5946366190910339
102,NLL,RENN,2,1,42,1.2184323163385744,2.014074332588087,0.08640114963054657,0.5964813232421875
103,NLL,RENN,2,1,43,1.2189165165689257,1.9684939549221256,0.08545603603124619,0.597614586353302
104,NLL,RENN,2,1,44,1.2141490040002045,1.9751205003358485,0.08480657637119293,0.596476137638092
105,NLL,RENN,2,1,45,1.211467264758216,1.9274951016030661,0.08376101404428482,0.5961213707923889
106,NLL,RENN,2,1,46,1.2066129089284827,1.9668614474253925,0.08317701518535614,0.5936757922172546
107,NLL,RENN,2,1,47,1.2053405962166963,1.9781269232432048,0.08280535787343979,0.5925298929214478
108,NLL,RENN,2,1,48,1.1982611660604123,1.9653753647959329,0.08249101787805557,0.5911257863044739
109,NLL,RENN,2,1,49,1.2071093517762643,1.9558926173826543,0.08192086964845657,0.5910694599151611
110,NLL,RENN,2,1,50,1.2043851515098853,1.9420181369878413,0.08153779804706573,0.5905181765556335
111,NLL,RENN,2,1,51,1.205034803284539,1.9314583307359277,0.08099611848592758,0.5900871753692627
112,NLL,RENN,2,1,52,1.2010400502770036,1.950884549840679,0.0806463435292244,0.5894027352333069
113,NLL,RENN,2,1,53,1.1966720767374392,1.9451678201435059,0.0806855782866478,0.5881392359733582
114,NLL,RENN,2,1,54,1.1997247131665547,1.9915065494010118,0.08026687800884247,0.5875469446182251
115,NLL,RENN,2,1,55,1.1972163158875924,1.9840325226144093,0.08019143342971802,0.5864213705062866
116,NLL,RENN,2,1,56,1.20117570038195,1.9451192447809669,0.0797799676656723,0.5862224102020264
117,NLL,RENN,2,1,57,1.1970925904203344,1.9617232573710806,0.07950159907341003,0.5852057337760925
118,NLL,RENN,2,1,58,1.2021436864358408,1.976567582386296,0.07886455953121185,0.5852319598197937
119,NLL,RENN,2,1,59,1.202194072847013,1.9638557635187133,0.07845693826675415,0.5852854251861572
120,NLL,RENN,2,2,0,1.767188655545837,1.570220654795629,0.9938526749610901,1.0365583896636963
121,NLL,RENN,2,2,1,1.6034038278617357,1.4980358855324503,0.8189431428909302,1.021652102470398
122,NLL,RENN,2,2,2,1.5692302423088174,1.4194680052514401,0.6575356721878052,1.0032286643981934
123,NLL,RENN,2,2,3,1.5295823738763208,1.3827214907415164,0.544804036617279,0.9594714045524597
124,NLL,RENN,2,2,4,1.5125823941669967,1.39747981477228,0.4810144603252411,0.9310505390167236
125,NLL,RENN,2,2,5,1.5161950123937507,1.3995773296178498,0.42338189482688904,0.9237150549888611
126,NLL,RENN,2,2,6,1.5006671107129046,1.3496801364495887,0.36552339792251587,0.9322331547737122
127,NLL,RENN,2,2,7,1.492886916900936,1.3412502537602964,0.32877328991889954,0.9369964003562927
128,NLL,RENN,2,2,8,1.4813236790268045,1.3411586092125556,0.2962747812271118,0.9290551543235779
129,NLL,RENN,2,2,9,1.4767766966631537,1.3264173706125768,0.26690173149108887,0.9215148091316223
130,NLL,RENN,2,2,10,1.4783725057777606,1.3161521528078162,0.24571451544761658,0.9182760119438171
131,NLL,RENN,2,2,11,1.4670126981641116,1.3139711385187895,0.22820043563842773,0.9192638397216797
132,NLL,RENN,2,2,12,1.4606503015286043,1.3060744630624048,0.21567197144031525,0.9268076419830322
133,NLL,RENN,2,2,13,1.4502546531589409,1.2999944294461552,0.2055504471063614,0.9123457074165344
134,NLL,RENN,2,2,14,1.4582753786130955,1.3810582586697169,0.1898311972618103,0.9122477173805237
135,NLL,RENN,2,2,15,1.4503336684484232,1.2980588163648332,0.1780007928609848,0.9007299542427063
136,NLL,RENN,2,2,16,1.44425829719556,1.2972593226047777,0.1750612109899521,0.9039993286132812
137,NLL,RENN,2,2,17,1.4377175312293202,1.2921988153309556,0.16959917545318604,0.9031932950019836
138,NLL,RENN,2,2,18,1.4352623439933125,1.287004162065731,0.16493898630142212,0.901029646396637
139,NLL,RENN,2,2,19,1.4363530160565126,1.2883468388770678,0.16264300048351288,0.900895357131958
140,NLL,RENN,2,2,20,1.4430816393933799,1.281388933614174,0.15925420820713043,0.9022265672683716
141,NLL,RENN,2,2,21,1.4335682980324094,1.2847557112296917,0.15637919306755066,0.900999128818512
142,NLL,RENN,2,2,22,1.4314390928337448,1.2840403966281726,0.15223845839500427,0.9009698629379272
143,NLL,RENN,2,2,23,1.4264775057372294,1.2956332693929258,0.14710450172424316,0.9021860361099243
144,NLL,RENN,2,2,24,1.425395691865369,1.285930407713659,0.14524520933628082,0.8954474329948425
145,NLL,RENN,2,2,25,1.4157436922976845,1.2741233869368986,0.14307476580142975,0.886736273765564
146,NLL,RENN,2,2,26,1.425397789478302,1.2716282272931212,0.13936568796634674,0.8858630061149597
147,NLL,RENN,2,2,27,1.425425447053031,1.2951270275234437,0.13453035056591034,0.8871756196022034
148,NLL,RENN,2,2,28,1.43058810947757,1.271293676788022,0.1286650449037552,0.8969717621803284
149,NLL,RENN,2,2,29,1.4322971631037562,1.273792983212086,0.1259399652481079,0.8990511298179626
150,NLL,RENN,2,2,30,1.4142725946087586,1.2860224395064834,0.12435644119977951,0.8934808969497681
151,NLL,RENN,2,2,31,1.4223611016022533,1.2829531749583178,0.12273581326007843,0.8904101252555847
152,NLL,RENN,2,2,32,1.4171762658577216,1.2606567033329366,0.1218690499663353,0.8894315958023071
153,NLL,RENN,2,2,33,1.4069601933422842,1.325587947546325,0.1209026500582695,0.884937047958374
154,NLL,RENN,2,2,34,1.4117377353341956,1.2685542713781321,0.11940808594226837,0.885487973690033
155,NLL,RENN,2,2,35,1.4133777776046803,1.316795964418731,0.11794614046812057,0.8849100470542908
156,NLL,RENN,2,2,36,1.413803355944784,1.2710769620741376,0.11725437641143799,0.8866312503814697
157,NLL,RENN,2,2,37,1.413882684001797,1.2809144410287372,0.11571899801492691,0.8878911733627319
158,NLL,RENN,2,2,38,1.4037497780824963,1.3302349677737455,0.11355117708444595,0.8835245966911316
159,NLL,RENN,2,2,39,1.4083086508669351,1.2818664986154307,0.11313184350728989,0.8865607380867004
160,NLL,RENN,2,2,40,1.4029267715780358,1.2780767186828281,0.11305248737335205,0.8829717636108398
161,NLL,RENN,2,2,41,1.4151451346121335,1.2839089498756835,0.11160589009523392,0.8850300312042236
162,NLL,RENN,2,2,42,1.398136824055722,1.272607442014706,0.11014535278081894,0.8809207677841187
163,NLL,RENN,2,2,43,1.4123634259951743,1.2719200990214852,0.1093449667096138,0.8809505701065063
164,NLL,RENN,2,2,44,1.412466106524593,1.2781188140004318,0.10782254487276077,0.8822106122970581
165,NLL,RENN,2,2,45,1.409210272447059,1.2844098987786665,0.10634191334247589,0.8843237161636353
166,NLL,RENN,2,2,46,1.4070000091665669,1.2779370005826773,0.10528866201639175,0.8834545612335205
167,NLL,RENN,2,2,47,1.401703848180018,1.2751321240981914,0.1037544459104538,0.8842276334762573
168,NLL,RENN,2,2,48,1.4040627154864762,1.2704786206624523,0.1037243977189064,0.8825291991233826
169,NLL,RENN,2,2,49,1.3988656469081577,1.2710362909743504,0.10337235033512115,0.882280707359314
170,NLL,RENN,2,2,50,1.3992014006564493,1.2943784087341024,0.1032455787062645,0.8811320066452026
171,NLL,RENN,2,2,51,1.3960177345495475,1.2721484114664683,0.10309331119060516,0.8798258304595947
172,NLL,RENN,2,2,52,1.4076308941370563,1.2780250344217194,0.10249732434749603,0.8801522254943848
173,NLL,RENN,2,2,53,1.396796027296468,1.2758926764038039,0.10254789888858795,0.8784295916557312
174,NLL,RENN,2,2,54,1.3993145419578803,1.2772442435625917,0.1022322028875351,0.8771297931671143
175,NLL,RENN,2,2,55,1.4013523112786443,1.2772890969833233,0.10133616626262665,0.8779219388961792
176,NLL,RENN,2,2,56,1.3965199721486945,1.2957348431119267,0.10107460618019104,0.8772278428077698
177,NLL,RENN,2,2,57,1.3992682947139992,1.273279945302454,0.10069618374109268,0.8764972686767578
178,NLL,RENN,2,2,58,1.3983113502985554,1.2788048612405054,0.10032972693443298,0.8763023018836975
179,NLL,RENN,2,2,59,1.401534523775703,1.2828949952717894,0.09956055879592896,0.8760231137275696
180,NLL,RENN,2,3,0,1.88966885627927,1.5213744758901016,1.022444725036621,1.0917474031448364
181,NLL,RENN,2,3,1,1.584556266101631,1.4975100591037813,0.8883453011512756,1.0388935804367065
182,NLL,RENN,2,3,2,1.5480458670371287,1.5165995912657257,0.7535393238067627,0.9796218872070312
183,NLL,RENN,2,3,3,1.5424318898368525,1.4511557619874649,0.6246814131736755,0.9498353004455566
184,NLL,RENN,2,3,4,1.5236010060117051,1.4081455297891605,0.539442241191864,0.933971643447876
185,NLL,RENN,2,3,5,1.4989253061848717,1.420243019557131,0.4602474272251129,0.9124386310577393
186,NLL,RENN,2,3,6,1.494573435912261,1.4087120558016866,0.39942052960395813,0.9057672619819641
187,NLL,RENN,2,3,7,1.4876548158155904,1.421712589527362,0.3541561961174011,0.9189860224723816
188,NLL,RENN,2,3,8,1.4617750009974917,1.39473365420136,0.3317461609840393,0.8867809772491455
189,NLL,RENN,2,3,9,1.4760411581477604,1.4313323978561063,0.29644283652305603,0.8824493288993835
190,NLL,RENN,2,3,10,1.4597070399973844,1.373953666476255,0.2736254930496216,0.8843021988868713
191,NLL,RENN,2,3,11,1.457593683697082,1.3738661270115258,0.25143638253211975,0.8975090980529785
192,NLL,RENN,2,3,12,1.465067670151994,1.3520929572990585,0.2326420396566391,0.90169358253479
193,NLL,RENN,2,3,13,1.4562726049004375,1.354245055775616,0.2129233330488205,0.8898670077323914
194,NLL,RENN,2,3,14,1.4441171769354795,1.4398231404262354,0.19448107481002808,0.8862757086753845
195,NLL,RENN,2,3,15,1.4293310895159437,1.327475094663504,0.19015902280807495,0.8581003546714783
196,NLL,RENN,2,3,16,1.4314652287476772,1.3587510849230855,0.1888723224401474,0.8564380407333374
197,NLL,RENN,2,3,17,1.4393610233390652,1.3641623120281579,0.18333296477794647,0.8624269962310791
198,NLL,RENN,2,3,18,1.4333531313651318,1.360440430720208,0.1796620786190033,0.8665106296539307
199,NLL,RENN,2,3,19,1.4294788588543197,1.3369663943901906,0.17384657263755798,0.8700306415557861
200,NLL,RENN,2,3,20,1.4327964610344655,1.32875323328524,0.17075562477111816,0.8690964579582214
201,NLL,RENN,2,3,21,1.4270404582088059,1.3255557124785955,0.16744379699230194,0.8693323135375977
202,NLL,RENN,2,3,22,1.4206343230363485,1.338973012418378,0.16520492732524872,0.8664363026618958
203,NLL,RENN,2,3,23,1.417810753712783,1.4178296452727766,0.16074566543102264,0.8642357587814331
204,NLL,RENN,2,3,24,1.417826679590586,1.3243198671393632,0.15883740782737732,0.8654584288597107
205,NLL,RENN,2,3,25,1.4149522223988096,1.3231527940344416,0.15507586300373077,0.8650497198104858
206,NLL,RENN,2,3,26,1.4133449879852502,1.3147231432614406,0.15147611498832703,0.8660866022109985
207,NLL,RENN,2,3,27,1.4111665656437744,1.3164812128846817,0.14949899911880493,0.8640114665031433
208,NLL,RENN,2,3,28,1.3996444867269413,1.343826160905111,0.14854739606380463,0.8570556044578552
209,NLL,RENN,2,3,29,1.4173017978668212,1.3157162514839382,0.1465536206960678,0.8603487610816956
210,NLL,RENN,2,3,30,1.4119519282031703,1.309061804529053,0.1444573849439621,0.8628011345863342
211,NLL,RENN,2,3,31,1.4169070239808108,1.3156643289228829,0.14185906946659088,0.8625874519348145
212,NLL,RENN,2,3,32,1.4134730924625654,1.3636425588671015,0.13978534936904907,0.8617156744003296
213,NLL,RENN,2,3,33,1.397752305704194,1.3261128420329225,0.1390204280614853,0.8599624633789062
214,NLL,RENN,2,3,34,1.4026878766111426,1.3360786141611594,0.13636024296283722,0.8598362803459167
215,NLL,RENN,2,3,35,1.4123377976385323,1.310359614988717,0.13505782186985016,0.860660970211029
216,NLL,RENN,2,3,36,1.4039174966715477,1.3332425770838616,0.1342037469148636,0.858742892742157
217,NLL,RENN,2,3,37,1.398985510822889,1.332888789927762,0.13320788741111755,0.8563410639762878
218,NLL,RENN,2,3,38,1.4028595803557216,1.328321038688744,0.1326877325773239,0.8558780550956726
219,NLL,RENN,2,3,39,1.4025802348111127,1.307140604237825,0.13222429156303406,0.8542179465293884
220,NLL,RENN,2,3,40,1.399102561538284,1.3501110873828277,0.1309688538312912,0.8499964475631714
221,NLL,RENN,2,3,41,1.4040824935242937,1.316031095402017,0.13098272681236267,0.853638768196106
222,NLL,RENN,2,3,42,1.4013928006629686,1.3187623369759618,0.1296132504940033,0.8527321815490723
223,NLL,RENN,2,3,43,1.4032519986500611,1.3144024775173124,0.1276782602071762,0.8534390330314636
224,NLL,RENN,2,3,44,1.3975055209688239,1.3115375470061328,0.12625227868556976,0.8527213931083679
225,NLL,RENN,2,3,45,1.3981489274147394,1.31551461193443,0.12494731694459915,0.8515574336051941
226,NLL,RENN,2,3,46,1.3919526989395554,1.3704147170920398,0.12340658158063889,0.84755539894104
227,NLL,RENN,2,3,47,1.3951834308940012,1.3290990788633652,0.12282046675682068,0.8500665426254272
228,NLL,RENN,2,3,48,1.3987088003674069,1.3129518628120422,0.1226753443479538,0.8493058681488037
229,NLL,RENN,2,3,49,1.3875722506561794,1.3429269467928133,0.12227334082126617,0.8492276072502136
230,NLL,RENN,2,3,50,1.3966348983146049,1.3090795798854933,0.12167917937040329,0.8491440415382385
231,NLL,RENN,2,3,51,1.3933841719015225,1.3096357880376321,0.12103583663702011,0.8486515283584595
232,NLL,RENN,2,3,52,1.3986532523825361,1.3221987044613663,0.1203615739941597,0.8487081527709961
233,NLL,RENN,2,3,53,1.3954859855207238,1.3135802808387504,0.11980094760656357,0.8499503135681152
234,NLL,RENN,2,3,54,1.3849272209244805,1.318719585956131,0.1190095841884613,0.8485312461853027
235,NLL,RENN,2,3,55,1.3965184183539572,1.3234258695860595,0.11825761198997498,0.848855197429657
236,NLL,RENN,2,3,56,1.386714962285918,1.3163003322169267,0.11829249560832977,0.8467897176742554
237,NLL,RENN,2,3,57,1.3777145145712673,1.3181246894499214,0.11824988573789597,0.8448658585548401
238,NLL,RENN,2,3,58,1.3873811967469551,1.3188966519266203,0.1180410236120224,0.8442832827568054
239,NLL,RENN,2,3,59,1.3929731573607471,1.328469738775854,0.1173771396279335,0.8432808518409729
240,NLL,RENN,2,4,0,1.7951358373729025,1.8643773131900363,1.0238772630691528,1.0196421146392822
241,NLL,RENN,2,4,1,1.5118198790490875,1.8835335891656202,0.8313941359519958,0.9328327178955078
242,NLL,RENN,2,4,2,1.4666783390862979,1.875977098339736,0.662381112575531,0.8605808615684509
243,NLL,RENN,2,4,3,1.4309938128723314,1.8852120264612062,0.5357385873794556,0.8019469380378723
244,NLL,RENN,2,4,4,1.4040210392135473,1.8282040008390792,0.4479018449783325,0.755047619342804
245,NLL,RENN,2,4,5,1.391732276475281,2.1127877452156762,0.36249876022338867,0.7503253221511841
246,NLL,RENN,2,4,6,1.35978551557285,1.778275786325185,0.3068995475769043,0.7259771823883057
247,NLL,RENN,2,4,7,1.3547796943375678,2.0678890738824403,0.2776834964752197,0.7038283348083496
248,NLL,RENN,2,4,8,1.3452065215236089,1.8463649132637063,0.2411181479692459,0.6985803246498108
249,NLL,RENN,2,4,9,1.3222747776518224,1.8507416218218178,0.2254389375448227,0.674605667591095
250,NLL,RENN,2,4,10,1.3283579826849625,1.8643938998381298,0.2105502337217331,0.6770719289779663
251,NLL,RENN,2,4,11,1.3231917094557777,2.1910585128899775,0.19216053187847137,0.6795224547386169
252,NLL,RENN,2,4,12,1.3172847110865686,1.859288007924051,0.18210731446743011,0.6769438982009888
253,NLL,RENN,2,4,13,1.310701239076063,1.9385299155808458,0.1737564355134964,0.6722231507301331
254,NLL,RENN,2,4,14,1.2913434911071018,1.9682443436950143,0.1648332178592682,0.6569583415985107
255,NLL,RENN,2,4,15,1.298803860303607,2.0179523539663564,0.15740111470222473,0.6563635468482971
256,NLL,RENN,2,4,16,1.2820170187851205,1.9986235884704975,0.1537400335073471,0.6523519158363342
257,NLL,RENN,2,4,17,1.280040006667252,2.0245441460248195,0.14954344928264618,0.648567259311676
258,NLL,RENN,2,4,18,1.2745619163968256,1.894930641458492,0.14431169629096985,0.6428967118263245
259,NLL,RENN,2,4,19,1.273093762569243,1.9142613925717094,0.14099177718162537,0.6416507959365845
260,NLL,RENN,2,4,20,1.2716114517728982,1.8939455762656048,0.13622315227985382,0.6419269442558289
261,NLL,RENN,2,4,21,1.2680678095560352,1.9973873917502587,0.13251186907291412,0.6417481899261475
262,NLL,RENN,2,4,22,1.274851982524286,2.0022473741661417,0.12796825170516968,0.6381166577339172
263,NLL,RENN,2,4,23,1.2587447577822093,2.1000398132536144,0.12484554201364517,0.6383354067802429
264,NLL,RENN,2,4,24,1.2672423268584625,2.069185335226733,0.12087763100862503,0.6388476490974426
265,NLL,RENN,2,4,25,1.2643041714593088,1.9877043342349505,0.11838565766811371,0.6360995173454285
266,NLL,RENN,2,4,26,1.268704373394635,1.9618441495630476,0.11430028825998306,0.6408584117889404
267,NLL,RENN,2,4,27,1.2604562344227919,1.950836815918335,0.11200734227895737,0.6391980051994324
268,NLL,RENN,2,4,28,1.2536394151744341,1.9739907218350305,0.10981523245573044,0.6356252431869507
269,NLL,RENN,2,4,29,1.2494168861937887,1.96107787857152,0.10772670805454254,0.629973828792572
